Host,Managed Object,Attribute,From,To,Interval,Total,Loss,data
MA_221.141.145.6_20130430180225,winlogon.exe,TotalCpuUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,winlogon.exe,MemUsedMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,6752
MA_221.141.145.6_20130430180225,winlogon.exe,MemUsedAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,5481
MA_221.141.145.6_20130430180225,winlogon.exe,MemUsedMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,3500
MA_221.141.145.6_20130430180225,winlogon.exe,MemUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.08
MA_221.141.145.6_20130430180225,winlogon.exe,MemUtilizationAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,winlogon.exe,MemUtilizationMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.04
MA_221.141.145.6_20130430180225,winlogon.exe,CpuUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,winlogon.exe,CpuUtilizationAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,winlogon.exe,CpuUtilizationMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,winlogon.exe,RunningProcessCount,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,3
MA_221.141.145.6_20130430180225,msdtc.exe,ProcessMonitorInfo,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,javax.management.openmbean.TabularDataSupport(tabularType=javax.management.openmbean.TabularType(name=ProcessMonitor Type,rowType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),indexNames=(INDEX,Alias,Pattern,RunningProcessCount,Min.PCPU,Avg.PCPU,Max.PCPU,Min.PMEM,Avg.PMEM,Max.PMEM,Min.VSZ,Avg.VSZ,Max.VSZ,Min.RSS,Avg.RSS,Max.RSS,TotalPCPU,TotalPMEM,TotalVSZ,TotalRSS)),contents={[51, msdtc.exe, msdtc.exe, 1, 0.0, 0.0, 0.0, 0.07, 0.07, 0.07, 2664, 2664, 2664, 5356, 5356, 5356, 0.0, 0.07, 2664, 5356]=javax.management.openmbean.CompositeDataSupport(compositeType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),contents={Alias=msdtc.exe, Avg.PCPU=0.0, Avg.PMEM=0.07, Avg.RSS=5356, Avg.VSZ=2664, INDEX=51, Max.PCPU=0.0, Max.PMEM=0.07, Max.RSS=5356, Max.VSZ=2664, Min.PCPU=0.0, Min.PMEM=0.07, Min.RSS=5356, Min.VSZ=2664, Pattern=msdtc.exe, RunningProcessCount=1, TotalPCPU=0.0, TotalPMEM=0.07, TotalRSS=5356, TotalVSZ=2664})})
MA_221.141.145.6_20130430180225,msdtc.exe,TotalMemUsed,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,5356
MA_221.141.145.6_20130430180225,msdtc.exe,TotalMemUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,msdtc.exe,TotalCpuUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,msdtc.exe,MemUsedMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,5356
MA_221.141.145.6_20130430180225,msdtc.exe,MemUsedAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,5356
MA_221.141.145.6_20130430180225,msdtc.exe,MemUsedMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,5356
MA_221.141.145.6_20130430180225,msdtc.exe,MemUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,msdtc.exe,MemUtilizationAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,msdtc.exe,MemUtilizationMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,msdtc.exe,CpuUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,msdtc.exe,CpuUtilizationAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,msdtc.exe,CpuUtilizationMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,msdtc.exe,RunningProcessCount,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,1
MA_221.141.145.6_20130430180225,winlogon.exe,ProcessMonitorInfo,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,javax.management.openmbean.TabularDataSupport(tabularType=javax.management.openmbean.TabularType(name=ProcessMonitor Type,rowType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),indexNames=(INDEX,Alias,Pattern,RunningProcessCount,Min.PCPU,Avg.PCPU,Max.PCPU,Min.PMEM,Avg.PMEM,Max.PMEM,Min.VSZ,Avg.VSZ,Max.VSZ,Min.RSS,Avg.RSS,Max.RSS,TotalPCPU,TotalPMEM,TotalVSZ,TotalRSS)),contents={[87, winlogon.exe, winlogon.exe, 3, 0.0, 0.0, 0.0, 0.04, 0.07, 0.08, 2680, 6804, 10928, 3500, 5481, 6752, 0.0, 0.2, 20412, 16444]=javax.management.openmbean.CompositeDataSupport(compositeType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),contents={Alias=winlogon.exe, Avg.PCPU=0.0, Avg.PMEM=0.07, Avg.RSS=5481, Avg.VSZ=6804, INDEX=87, Max.PCPU=0.0, Max.PMEM=0.08, Max.RSS=6752, Max.VSZ=10928, Min.PCPU=0.0, Min.PMEM=0.04, Min.RSS=3500, Min.VSZ=2680, Pattern=winlogon.exe, RunningProcessCount=3, TotalPCPU=0.0, TotalPMEM=0.2, TotalRSS=16444, TotalVSZ=20412})})
MA_221.141.145.6_20130430180225,winlogon.exe,TotalMemUsed,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,16444
MA_221.141.145.6_20130430180225,winlogon.exe,TotalMemUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.2
MA_221.141.145.6_20130430180225,winlogon.exe,TotalCpuUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,winlogon.exe,MemUsedMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,6752
MA_221.141.145.6_20130430180225,winlogon.exe,MemUsedAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,5481
MA_221.141.145.6_20130430180225,winlogon.exe,MemUsedMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,3500
MA_221.141.145.6_20130430180225,winlogon.exe,MemUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.08
MA_221.141.145.6_20130430180225,winlogon.exe,MemUtilizationAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.07
MA_221.141.145.6_20130430180225,winlogon.exe,MemUtilizationMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.04
MA_221.141.145.6_20130430180225,winlogon.exe,CpuUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,winlogon.exe,CpuUtilizationAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,winlogon.exe,CpuUtilizationMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,winlogon.exe,RunningProcessCount,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,3
MA_221.141.145.6_20130430180225,explorer.exe,ProcessMonitorInfo,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,javax.management.openmbean.TabularDataSupport(tabularType=javax.management.openmbean.TabularType(name=ProcessMonitor Type,rowType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),indexNames=(INDEX,Alias,Pattern,RunningProcessCount,Min.PCPU,Avg.PCPU,Max.PCPU,Min.PMEM,Avg.PMEM,Max.PMEM,Min.VSZ,Avg.VSZ,Max.VSZ,Min.RSS,Avg.RSS,Max.RSS,TotalPCPU,TotalPMEM,TotalVSZ,TotalRSS)),contents={[26, explorer.exe, explorer.exe, 2, 0.0, 0.0, 0.0, 0.1, 0.12, 0.14, 10572, 12658, 14744, 8204, 9828, 11452, 0.0, 0.24, 25316, 19656]=javax.management.openmbean.CompositeDataSupport(compositeType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),contents={Alias=explorer.exe, Avg.PCPU=0.0, Avg.PMEM=0.12, Avg.RSS=9828, Avg.VSZ=12658, INDEX=26, Max.PCPU=0.0, Max.PMEM=0.14, Max.RSS=11452, Max.VSZ=14744, Min.PCPU=0.0, Min.PMEM=0.1, Min.RSS=8204, Min.VSZ=10572, Pattern=explorer.exe, RunningProcessCount=2, TotalPCPU=0.0, TotalPMEM=0.24, TotalRSS=19656, TotalVSZ=25316})})
MA_221.141.145.6_20130430180225,explorer.exe,TotalMemUsed,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,19656
MA_221.141.145.6_20130430180225,explorer.exe,TotalMemUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.24
MA_221.141.145.6_20130430180225,explorer.exe,TotalCpuUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,explorer.exe,MemUsedMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,11452
MA_221.141.145.6_20130430180225,explorer.exe,MemUsedAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,9828
MA_221.141.145.6_20130430180225,explorer.exe,MemUsedMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,8204
MA_221.141.145.6_20130430180225,explorer.exe,MemUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.14
MA_221.141.145.6_20130430180225,explorer.exe,MemUtilizationAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.12
MA_221.141.145.6_20130430180225,explorer.exe,MemUtilizationMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.1
MA_221.141.145.6_20130430180225,explorer.exe,CpuUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,explorer.exe,CpuUtilizationAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,explorer.exe,CpuUtilizationMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,explorer.exe,RunningProcessCount,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,2
MA_221.141.145.6_20130430180225,mysqld-nt.exe,ProcessMonitorInfo,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,javax.management.openmbean.TabularDataSupport(tabularType=javax.management.openmbean.TabularType(name=ProcessMonitor Type,rowType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),indexNames=(INDEX,Alias,Pattern,RunningProcessCount,Min.PCPU,Avg.PCPU,Max.PCPU,Min.PMEM,Avg.PMEM,Max.PMEM,Min.VSZ,Avg.VSZ,Max.VSZ,Min.RSS,Avg.RSS,Max.RSS,TotalPCPU,TotalPMEM,TotalVSZ,TotalRSS)),contents={[52, mysqld-nt.exe, mysqld-nt.exe, 1, 0.0, 0.0, 0.0, 0.94, 0.94, 0.94, 193656, 193656, 193656, 76452, 76452, 76452, 0.0, 0.94, 193656, 76452]=javax.management.openmbean.CompositeDataSupport(compositeType=javax.management.openmbean.CompositeType(name=ProcessMonitor Type,items=((itemName=Alias,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=Avg.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Avg.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Avg.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=INDEX,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Max.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Max.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.PCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.PMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=Min.RSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Min.VSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=Pattern,itemType=javax.management.openmbean.SimpleType(name=java.lang.String)),(itemName=RunningProcessCount,itemType=javax.management.openmbean.SimpleType(name=java.lang.Integer)),(itemName=TotalPCPU,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalPMEM,itemType=javax.management.openmbean.SimpleType(name=java.lang.Float)),(itemName=TotalRSS,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)),(itemName=TotalVSZ,itemType=javax.management.openmbean.SimpleType(name=java.lang.Long)))),contents={Alias=mysqld-nt.exe, Avg.PCPU=0.0, Avg.PMEM=0.94, Avg.RSS=76452, Avg.VSZ=193656, INDEX=52, Max.PCPU=0.0, Max.PMEM=0.94, Max.RSS=76452, Max.VSZ=193656, Min.PCPU=0.0, Min.PMEM=0.94, Min.RSS=76452, Min.VSZ=193656, Pattern=mysqld-nt.exe, RunningProcessCount=1, TotalPCPU=0.0, TotalPMEM=0.94, TotalRSS=76452, TotalVSZ=193656})})
MA_221.141.145.6_20130430180225,mysqld-nt.exe,TotalMemUsed,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,76452
MA_221.141.145.6_20130430180225,mysqld-nt.exe,TotalMemUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.94
MA_221.141.145.6_20130430180225,mysqld-nt.exe,TotalCpuUtilization,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.0
MA_221.141.145.6_20130430180225,mysqld-nt.exe,MemUsedMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,76452
MA_221.141.145.6_20130430180225,mysqld-nt.exe,MemUsedAvg,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,76452
MA_221.141.145.6_20130430180225,mysqld-nt.exe,MemUsedMin,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,76452
MA_221.141.145.6_20130430180225,mysqld-nt.exe,MemUtilizationMax,2013-05-09 14:33:10,2013-05-09 14:33:10,실시간,1,-,0.94
